ts,ctr,ecpm
2025-01-01 00:00:00,0.05619964282656138,0.47486530577107855
2025-01-01 01:00:00,0.04665021467161013,0.8195661316955773
2025-01-01 02:00:00,0.01666255542612793,1.1971763403574704
2025-01-01 03:00:00,0.04962793586804129,3.0592647052546944
2025-01-01 04:00:00,0.01528820948267599,3.7119178642619377
2025-01-01 05:00:00,0.04225645785513345,5.582803828797262
2025-01-01 06:00:00,0.02932015254430694,0.33404823253945165
2025-01-01 07:00:00,0.06642820805722982,1.8444825681523724
2025-01-01 08:00:00,0.01634924054480537,6.253096182141421
2025-01-01 09:00:00,0.0273154178908522,1.621036165591207
2025-01-01 10:00:00,0.014342739705709234,0.7635397038430997
2025-01-01 11:00:00,0.02607176972478962,0.44013053578989725
2025-01-01 12:00:00,0.01786587080107701,2.6564338446018545
2025-01-01 13:00:00,0.05104883218587105,5.293564995706007
2025-01-01 14:00:00,0.11885034421202627,0.5669953819824967
2025-01-01 15:00:00,0.08496866677222847,0.7550194646495563
2025-01-01 16:00:00,0.061132289335004336,1.07626445720363
2025-01-01 17:00:00,0.03287632710803389,1.2740368900754846
2025-01-01 18:00:00,0.05057065052556802,1.4738014409145028
2025-01-01 19:00:00,0.050002433932173115,0.8922355736715731
2025-01-01 20:00:00,0.03674954598798002,2.3092737854609506
2025-01-01 21:00:00,0.053923500261253615,3.2641268670843093
2025-01-01 22:00:00,0.037008096366839334,0.9415215864539833
2025-01-01 23:00:00,0.02357357106120999,2.6558666423701567
2025-01-02 00:00:00,0.044412713595668445,0.8640321889624091
2025-01-02 01:00:00,0.0144626338963671,2.2312148119014554
2025-01-02 02:00:00,0.07820887453780502,0.9730792686837341
2025-01-02 03:00:00,0.01907887669203099,0.4536136935690774
2025-01-02 04:00:00,0.08642452796685962,0.549511502755701
2025-01-02 05:00:00,0.041026800475395836,0.1438472989081707
2025-01-02 06:00:00,0.02339493830255304,1.0769301899927202
2025-01-02 07:00:00,0.017907100449182985,1.1580470674602739
2025-01-02 08:00:00,0.011129267075194103,0.38080166616848393
2025-01-02 09:00:00,0.026748267661268477,0.9058498287270061
2025-01-02 10:00:00,0.01721628022202422,3.395244911281199
2025-01-02 11:00:00,0.01669824351381457,0.43991176224893874
2025-01-02 12:00:00,0.04060477116399302,3.9509012103496377
2025-01-02 13:00:00,0.06229979540066197,3.508143335011491
2025-01-02 14:00:00,0.02744524207490761,0.7693734826587404
2025-01-02 15:00:00,0.059744106883649034,1.4790889171839094
2025-01-02 16:00:00,0.004832871619080179,3.332268774578616
2025-01-02 17:00:00,0.044284651890095034,1.0374957280367179
2025-01-02 18:00:00,0.024007653679851953,3.635898026231148
2025-01-02 19:00:00,0.060751514679479084,2.132680815325839
2025-01-02 20:00:00,0.017142249291187274,2.7522675163563326
2025-01-02 21:00:00,0.10297620992676446,0.3177595171355466
2025-01-02 22:00:00,0.01653753670143926,0.9276632804977951
2025-01-02 23:00:00,0.01746466999979018,1.5803247361157144
